Utilization	Connections(A2A)	Lvl1TraffRatio(A2A)	Lvl1TraffRatioNoIndirect(A2A)	RatioIndirect(A2A)	Connections(AR)	Lvl1TraffRatio(AR)	Lvl1TraffRatioNoIndirect(AR)	RatioIndirect(AR)
1.0	86	0	0	0.16794733044733046	96	0	0	0
1.0	50	0	0	0.13452380952380952	70	0	0	0
0.9545454545454546	70	0	0	0.09408820346320346	60	0	0	0
1.0	36	0	0	0.05	52	0	0	0
1.0	74	0	0	0.16871982184482184	92	0	0	0
1.0	76	0	0	0.16584353146853148	88	0	0	0
1.0	46	0	0	0.052777777777777785	66	0	0	0
1.0	46	0	0	0.03645833333333333	72	0	0	0
1.0	74	0	0	0.1171626984126984	80	0	0	0
1.0	74	0	0	0.21227532679738562	82	0	0	0
1.0	46	0	0	0.0625	54	0	0	0
0.9545454545454546	46	0	0	0.09025297619047619	70	0	0	0
1.0	78	0	0	0.17559311603429248	76	0	0	0
1.0	64	0	0	0.09234654234654235	86	0	0	0
0.9318181818181819	34	0	0	0.05476190476190476	48	0	0	0
0.9318181818181819	88	0	0	0.1167930342683632	56	0	0	0
0.8181818181818181	30	0	0	0	48	0	0	0
0.8181818181818181	96	0	0	0.15220754370328674	70	0	0	0
1.0	38	0	0	0.09077380952380952	60	0	0	0
1.0	42	0	0	0	54	0	0	0
1.0	62	0	0	0.09047619047619047	70	0	0	0
1.0	28	0	0	0	44	0	0	0
1.0	66	0	0	0.0866815476190476	72	0	0	0
1.0	82	0	0	0.1476204351204351	94	0	0	0
1.0	176	0	0	0.24361184975155561	112	0	0	0
1.0	72	0	0	0.14765014397367338	66	0	0	0
0.9545454545454546	32	0	0	0.058333333333333334	50	0	0	0
1.0	46	0	0	0.05208333333333333	66	0	0	0
1.0	108	0	0	0.16890948963317384	92	0	0	0
0.9318181818181819	34	0	0	0.0625	48	0	0	0
0.9090909090909091	42	0	0	0.09930555555555555	62	0	0	0
1.0	58	0	0	0.10549016955266954	60	0	0	0
1.0	60	0	0	0.14320436507936507	70	0	0	0
1.0	72	0	0	0.16266693376068378	80	0	0	0
1.0	100	0	0	0.11757691563467493	74	0	0	0
1.0	40	0	0	0.04285714285714286	60	0	0	0
0.9318181818181819	38	0	0	0.0625	56	0	0	0
1.0	60	0	0	0.13695887445887445	84	0	0	0
0.9318181818181819	64	0	0	0.11577380952380951	66	0	0	0
1.0	36	0	0	0	48	0	0	0
1.0	56	0	0	0.10049603174603175	82	0	0	0
1.0	38	0	0	0	58	0	0	0
1.0	46	0	0	0.09226190476190475	64	0	0	0
1.0	94	0	0	0.19903481934731934	86	0	0	0
1.0	56	0	0	0.058333333333333334	68	0	0	0
1.0	38	0	0	0.058333333333333334	56	0	0	0
0.9545454545454546	68	0	0	0.162202380952381	78	0	0	0
1.0	72	0	0	0.1289998973727422	52	0	0	0
0.9545454545454546	52	0	0	0.06063988095238095	70	0	0	0
0.9090909090909091	64	0	0	0.12849927849927847	72	0	0	0
1.0	34	0	0	0.057291666666666664	48	0	0	0
1.0	60	0	0	0.10990259740259739	70	0	0	0
0.9318181818181819	106	0	0	0.18349785052910053	90	0	0	0
0.7272727272727273	32	0	0	0.05208333333333333	44	0	0	0
0.8636363636363636	54	0	0	0.12202380952380952	78	0	0	0
0.8636363636363636	36	0	0	0.053125	46	0	0	0
0.9318181818181819	52	0	0	0.10904720279720279	56	0	0	0
1.0	30	0	0	0	42	0	0	0
1.0	56	0	0	0.09722222222222224	66	0	0	0
1.0	54	0	0	0.11348443223443222	72	0	0	0
1.0	44	0	0	0.058333333333333334	62	0	0	0
0.9090909090909091	40	0	0	0.057291666666666664	54	0	0	0
0.8636363636363636	86	0	0	0.12030502392344497	58	0	0	0
0.9318181818181819	90	0	0	0.15523747086247086	80	0	0	0
1.0	94	0	0	0.17776496852583812	82	0	0	0
1.0	30	0	0	0.05208333333333333	46	0	0	0
0.8636363636363636	92	0	0	0.11688471707853103	64	0	0	0
1.0	90	0	0	0.19890873015873012	94	0	0	0
1.0	66	0	0	0.12446338383838386	70	0	0	0
1.0	54	0	0	0.08323863636363636	68	0	0	0
1.0	52	0	0	0.03080808080808081	72	0	0	0
0.9545454545454546	38	0	0	0	52	0	0	0
1.0	58	0	0	0.09154455741626795	62	0	0	0
0.9318181818181819	94	0	0	0.14534422376945166	88	0	0	0
1.0	56	0	0	0.09426937441643325	64	0	0	0
1.0	68	0	0	0.11302083333333333	88	0	0	0
1.0	64	0	0	0.08143315018315019	74	0	0	0
1.0	100	0	0	0.20218479437229436	92	0	0	0
1.0	60	0	0	0.09283256571859513	66	0	0	0
0.7272727272727273	30	0	0	0.058333333333333334	40	0	0	0
1.0	76	0	0	0.15203737234987233	74	0	0	0
1.0	84	0	0	0.14887022397891964	68	0	0	0
0.8636363636363636	98	0	0	0.15547761867905055	68	0	0	0
1.0	68	0	0	0.12123015873015873	74	0	0	0
1.0	68	0	0	0.10107600732600731	50	0	0	0
1.0	50	0	0	0.11666666666666667	66	0	0	0
0.8636363636363636	28	0	0	0	38	0	0	0
1.0	84	0	0	0.19109623015873015	78	0	0	0
1.0	52	0	0	0.08398268398268398	70	0	0	0
1.0	60	0	0	0.15744047619047616	70	0	0	0
1.0	102	0	0	0.1454256854256854	76	0	0	0
0.9545454545454546	32	0	0	0	52	0	0	0
0.9318181818181819	126	0	0	0.24457385785510785	100	0	0	0
1.0	66	0	0	0.16041666666666665	80	0	0	0
0.9545454545454546	46	0	0	0.11335227272727273	62	0	0	0
0.9545454545454546	38	0	0	0.05208333333333333	56	0	0	0
1.0	40	0	0	0.05476190476190476	60	0	0	0
1.0	50	0	0	0.05476190476190476	68	0	0	0
0.8181818181818181	28	0	0	0.0625	42	0	0	0
1.0	46	0	0	0.1196969696969697	68	0	0	0
1.0	84	0	0	0.1208175505050505	76	0	0	0
0.9318181818181819	52	0	0	0.0941468253968254	56	0	0	0
1.0	82	0	0	0.11416149068322981	72	0	0	0
1.0	152	0	0	0.15482931420431417	82	0	0	0
1.0	48	0	0	0.08660714285714287	62	0	0	0
1.0	80	0	0	0.15079635277003695	80	0	0	0
0.9545454545454546	102	0	0	0.11436707917686179	72	0	0	0
1.0	56	0	0	0.09326384399913813	64	0	0	0
1.0	42	0	0	0.05119047619047619	52	0	0	0
1.0	44	0	0	0.046875	62	0	0	0
0.9545454545454546	56	0	0	0.10312500000000001	76	0	0	0
0.9318181818181819	42	0	0	0.041666666666666664	58	0	0	0
0.8181818181818181	94	0	0	0.17839240620490623	86	0	0	0
1.0	52	0	0	0.071875	70	0	0	0
0.8636363636363636	36	0	0	0.042708333333333334	52	0	0	0
1.0	84	0	0	0.14896825396825397	74	0	0	0
0.6363636363636364	16	0	0	0	32	0	0	0
0.9318181818181819	78	0	0	0.13651244588744588	86	0	0	0
0.9545454545454546	52	0	0	0.1	70	0	0	0
1.0	80	0	0	0.1305033416875522	90	0	0	0
1.0	34	0	0	0	50	0	0	0
0.9318181818181819	94	0	0	0.12221877387318564	68	0	0	0
1.0	50	0	0	0.09473443223443222	52	0	0	0
1.0	48	0	0	0.05119047619047619	58	0	0	0
1.0	66	0	0	0.1269412878787879	76	0	0	0
1.0	46	0	0	0.05119047619047619	60	0	0	0
1.0	124	0	0	0.1989629603116445	104	0	0	0
1.0	40	0	0	0.090625	64	0	0	0
1.0	36	0	0	0	48	0	0	0
1.0	50	0	0	0.09114583333333333	58	0	0	0
1.0	46	0	0	0.04285714285714286	66	0	0	0
0.9545454545454546	48	0	0	0.08417658730158731	68	0	0	0
0.9318181818181819	170	0	0	0.21583498677248678	102	0	0	0
1.0	82	0	0	0.14229624542124542	70	0	0	0
1.0	66	0	0	0.15565476190476188	76	0	0	0
0.9545454545454546	42	0	0	0	54	0	0	0
1.0	82	0	0	0.18635935143288085	78	0	0	0
0.8863636363636364	44	0	0	0.08020833333333333	66	0	0	0
0.8181818181818181	104	0	0	0.19377473017178898	78	0	0	0
0.8181818181818181	16	0	0	0	26	0	0	0
1.0	60	0	0	0.1366182836771072	64	0	0	0
0.9318181818181819	24	0	0	0.05208333333333333	34	0	0	0
1.0	32	0	0	0	46	0	0	0
1.0	52	0	0	0.12896131646131645	60	0	0	0
1.0	46	0	0	0.0625	66	0	0	0
1.0	36	0	0	0.058333333333333334	52	0	0	0
1.0	38	0	0	0.041666666666666664	62	0	0	0
1.0	48	0	0	0.0915719696969697	54	0	0	0
1.0	110	0	0	0.17074786817854523	90	0	0	0
1.0	46	0	0	0.09434523809523808	64	0	0	0
1.0	50	0	0	0.08499729437229436	72	0	0	0
0.8181818181818181	88	0	0	0.17668783422459894	60	0	0	0
1.0	48	0	0	0.08937728937728937	68	0	0	0
1.0	44	0	0	0.05476190476190476	62	0	0	0
1.0	54	0	0	0.06354166666666666	74	0	0	0
1.0	80	0	0	0.2015758547008547	94	0	0	0
1.0	44	0	0	0.10416666666666667	66	0	0	0
1.0	60	0	0	0.13489583333333333	64	0	0	0
0.9545454545454546	76	0	0	0.1630090852130326	88	0	0	0
1.0	88	0	0	0.1679796918767507	104	0	0	0
1.0	38	0	0	0.05119047619047619	56	0	0	0
1.0	98	0	0	0.12425913547237076	70	0	0	0
1.0	56	0	0	0.08402777777777778	78	0	0	0
0.9545454545454546	50	0	0	0.08506944444444445	72	0	0	0
1.0	88	0	0	0.12454212454212454	72	0	0	0
0.9318181818181819	36	0	0	0.041666666666666664	52	0	0	0
1.0	86	0	0	0.13940918150476975	100	0	0	0
1.0	44	0	0	0.028125	56	0	0	0
0.8636363636363636	126	0	0	0.1875857965563848	88	0	0	0
0.9545454545454546	38	0	0	0.046875	56	0	0	0
1.0	48	0	0	0.10677083333333333	68	0	0	0
1.0	86	0	0	0.1295138888888889	74	0	0	0
