Utilization	Connections(A2A)	Lvl1TraffRatio(A2A)	Lvl1TraffRatioNoIndirect(A2A)	RatioIndirect(A2A)	Connections(AR)	Lvl1TraffRatio(AR)	Lvl1TraffRatioNoIndirect(AR)	RatioIndirect(AR)
0.9043499752842313	1448966	0.578800444735225	0.5874615081015537	0.3845659337992838	25784	0.15889809325477738	0.15889809325477738	0
0.7948591201186357	1540874	0.5685933861851763	0.5764420181701723	0.39051597315754655	22042	0.15372677287995573	0.15372677287995573	0
0.861097380128522	978850	0.49468257720871267	0.5037068918489229	0.3728158541734708	24146	0.1549821908759654	0.1549821908759654	0
0.9199209095402867	1056444	0.512041789923609	0.5198788564105178	0.3598861837154222	26542	0.1032787996969707	0.1032787996969707	0
0.8266188828472565	1365682	0.48853243765209614	0.4912057433227599	0.4018997467975018	24108	0.13318157735637895	0.13318157735637895	0
0.828225407810183	1058470	0.5066774685762091	0.5147272464076377	0.3884868555583226	24180	0.15084484372539855	0.15084484372539855	0
0.9078101828966881	1154138	0.5633918781453331	0.5685026692995017	0.3766298096278545	26174	0.12107701151430468	0.12107701151430468	0
0.8277310924369747	1874470	0.5863082331154974	0.5908314335402406	0.418404682377212	24776	0.14501416650939344	0.14501416650939344	0
0.8912506178942166	1223706	0.5273909761611554	0.5337217216900262	0.3950936379887227	26742	0.16731125688145143	0.16731125688145143	0
0.9201680672268908	1113738	0.5282686901387899	0.535643640168794	0.3752466636485517	26810	0.11904217736501675	0.11904217736501675	0
0.8615916955017301	1038360	0.5324990753924139	0.5457412897506632	0.3791327676343402	24290	0.14058670066601345	0.14058670066601345	0
0.9170785961443401	886846	0.47794900338806756	0.48476022809825753	0.3679117912155319	25876	0.13490008802476236	0.13490008802476236	0
0.8765447355412753	2626900	0.6247225294207981	0.6295388695228049	0.41524924095301335	26382	0.1256416522121756	0.1256416522121756	0
0.7838606030647552	1687980	0.5380090753797172	0.5404808116932125	0.40540988811128353	23260	0.1520205979240963	0.1520205979240963	0
